LAMMPS data file for 5500H2O_2_24Hin_2

     16524 atoms

         2 atom types

    0.0000   41.0000 xlo xhi
    0.0000   41.0000 ylo yhi
    0.0000  300.0000 zlo zhi

Masses

         2   15.9990  #    O
         1    1.0080  #    H

Atoms  #   atomic

      1    2     25.076999664     14.133000374    122.160003662  # O
      2    1     24.170999527     14.449000359    122.073997498  # H
      3    1     25.211999893     13.366999626    121.648002625  # H
      4    2      6.111000061      2.036000013    111.529998779  # O
      5    1      5.951000214      1.161000013    111.141998291  # H
      6    1      5.676000118      2.612999916    110.875999451  # H
      7    2     26.033000946     34.785999298    138.656005859  # O
      8    1     25.194000244     34.662998199    139.160003662  # H
      9    1     25.948999405     33.990001678    138.119995117  # H
     10    2      1.368999958     29.371000290    122.198997498  # O
     11    1      0.467000008     28.920999527    122.205001831  # H
     12    1      1.707999945     29.292999268    123.162002563  # H
     13    2     24.096000671      0.155000001    105.855003357  # O
     14    1     23.525999069      0.912999988    105.449996948  # H
     15    1     24.190000534     40.368000031    105.234001160  # H
     16    2      4.473999977     29.072999954    165.759002686  # O
     17    1      3.503999949     29.166999817    165.781005859  # H
     18    1      4.761000156     28.468000412    165.093002319  # H
     19    2     14.904000282     33.608001709    145.833999634  # O
     20    1     15.512999535     32.924999237    146.091003418  # H
     21    1     15.522000313     34.855998993    146.621002197  # H
     22    2      1.304000020      2.444000006    107.869003296  # O
     23    1      0.423000008      2.829999924    107.843002319  # H
     24    1      1.146000028      1.529000044    107.585998535  # H
     25    2     29.934999466     11.142999649    105.402999878  # O
     26    1     29.849000931     11.487000465    104.486000061  # H
     27    1     29.576000214     10.215000153    105.508003235  # H
     28    2     18.791000366      6.881000042    120.205001831  # O
     29    1     18.297000885      6.097000122    119.961997986  # H
     30    1     18.107000351      7.645999908    120.433998108  # H
     31    2     15.916999817     12.550999641    128.759994507  # O
     32    1     15.788999557     11.739000320    128.210006714  # H
     33    1     15.277999878     13.241000175    128.442993164  # H
     34    2      9.649999619     18.990999222    146.554000854  # O
     35    1     10.135000229     19.756999969    146.201004028  # H
     36    1     10.381999969     18.416000366    146.897994995  # H
     37    2      2.280999899     20.860000610    121.764999390  # O
     38    1      2.153000116     20.483999252    120.882003784  # H
     39    1      1.580999970     21.565999985    121.891998291  # H
     40    2     18.510000229     38.976001740    128.500000000  # O
     41    1     17.905000687     39.756999969    128.333999634  # H
     42    1     19.329999924     38.907001495    128.011993408  # H
     43    2     38.957000732      1.733000040    139.481994629  # O
     44    1     39.529998779      1.286999941    138.789001465  # H
     45    1     38.131000519      1.804000020    139.024002075  # H
     46    2     25.006999969      5.947999954    110.733001709  # O
     47    1     24.860000610      5.578999996    111.617996216  # H
     48    1     25.083999634      6.960000038    110.851997375  # H
     49    2     12.451000214     17.663000107    122.224998474  # O
     50    1     12.753000259     17.069000244    121.513999939  # H
     51    1     13.208999634     18.139999390    122.674003601  # H
     52    2     18.947000504     25.135999680    113.424003601  # O
     53    1     19.739999771     25.344999313    113.958000183  # H
     54    1     18.194999695     24.916999817    114.001998901  # H
     55    2      9.100999832     15.265999794    116.413002014  # O
     56    1      8.411999702     14.671999931    116.600997925  # H
     57    1      8.838000298     16.020999908    115.816001892  # H
     58    2      5.000000000     34.837001801    114.793998718  # O
     59    1      4.776000023     34.619998932    113.848999023  # H
     60    1      4.497000217     35.722999573    114.981002808  # H
     61    2      3.920000076     16.632999420    110.940002441  # O
     62    1      4.007999897     17.629999161    110.801002502  # H
     63    1      2.996999979     16.346000671    110.846000671  # H
     64    2     36.928001404     29.809000015    153.404998779  # O
     65    1     37.354000092     30.461000443    153.929000854  # H
     66    1     36.548999786     29.120000839    153.970993042  # H
     67    2     35.255001068     32.769001007    115.464996338  # O
     68    1     34.270000458     32.909000397    115.569999695  # H
     69    1     35.786998749     32.860000610    116.272003174  # H
     70    2     30.503999710     40.083999634    158.591003418  # O
     71    1     31.180000305     38.833000183    158.595001221  # H
     72    1     29.999000549     40.567001343    157.882003784  # H
     73    2     29.280000687     27.757999420    125.933998108  # O
     74    1     29.117000580     28.638000488    126.389999390  # H
     75    1     30.042999268     27.908000946    125.277999878  # H
     76    2     31.708999634     32.505001068    111.258003235  # O
     77    1     30.809000015     32.692001343    110.976997375  # H
     78    1     32.083000183     33.361999512    111.321998596  # H
     79    2      7.290999889     29.798000336    129.132003784  # O
     80    1      7.303999901     28.944999695    129.524993896  # H
     81    1      8.161000252     29.892000198    128.608001709  # H
     82    2     10.821999550     24.629999161    148.304992676  # O
     83    1     11.458999634     25.093000412    147.729003906  # H
     84    1     10.855999947     23.690999985    148.097000122  # H
     85    2     28.451999664     31.384000778    108.330001831  # O
     86    1     28.923999786     31.944000244    108.947998047  # H
     87    1     28.333999634     30.554000854    108.851997375  # H
     88    2      2.997999907     10.338000298    158.031997681  # O
     89    1      3.233999968     11.279000282    158.279998779  # H
     90    1      3.107000113      9.843000412    158.852996826  # H
     91    2      4.934999943      0.796999991    121.760002136  # O
     92    1      4.914000034     40.786998749    121.866996765  # H
     93    1      4.085999966      1.093000054    122.144996643  # H
     94    2     40.133998871      4.484000206    144.238998413  # O
     95    1     34.125000000      7.872000217    140.031005859  # H
     96    1     39.396999359      5.203999996    144.223007202  # H
     97    2      3.805999994     23.677000046    132.026992798  # O
     98    1      2.963000059     23.222000122    132.027999878  # H
     99    1      4.409999847     23.006999969    131.669998169  # H
    100    2      6.895999908     23.298000336    114.502998352  # O
    101    1      6.316999912     24.066999435    114.903999329  # H
